address,county,region,house_area_m2,rooms,maintenance_fee,sold_price,sold_date,price_change_perc,price_per_m2,housing_type,other_usable_area
Seglaregatan 4,Göteborgs kommun,Majorna,51.7,2.0,3827.0,2430000.0,8 march 2022,0.0,47002.0,Lägenhet,
Fjärde Långgatan 43,Göteborgs kommun,Göteborg,59.0,2.0,3044.0,3420000.0,8 march 2022,14.0,57966.0,Lägenhet,
Myntgatan 10A,Göteborgs kommun,Centrala Hisingen,61.0,3.5,4864.0,2800000.0,8 march 2022,6.0,45902.0,Lägenhet,
Nordhemsgatan 20A,Göteborgs kommun,Linnéstaden,63.0,2.0,3481.0,4800000.0,8 march 2022,12.0,76190.0,Lägenhet,
Lantmätaregatan 15B,Göteborgs kommun,Kvillebäcken,59.6,2.0,3316.0,2650000.0,8 march 2022,11.0,44463.0,Lägenhet,
Eklandagatan 67A,Göteborgs kommun,Johanneberg,36.0,1.5,1976.0,3000000.0,8 march 2022,22.0,83333.0,Lägenhet,
Walter Bengtssons Gata 37,Göteborgs kommun,Majorna,88.0,3.0,4448.0,5570000.0,8 march 2022,13.0,63295.0,Lägenhet,
Olskroksgatan 25,Göteborgs kommun,Olskroken,50.0,2.0,3283.0,3000000.0,8 march 2022,13.0,60000.0,Lägenhet,
Monsungatan 28,Göteborgs kommun,Hisingen,76.0,3.0,4229.0,5535000.0,8 march 2022,12.0,72829.0,Lägenhet,
Nordhemsgatan 63A,Göteborgs kommun,Linnéstaden,36.0,2.0,1447.0,4400000.0,8 march 2022,16.0,122222.0,Lägenhet,
Norra Skeppspromenaden 3,Göteborgs kommun,Eriksberg,93.0,3.0,5309.0,5210000.0,8 march 2022,,56022.0,Lägenhet,
Kadettgatan 1,Göteborgs kommun,Kviberg,46.5,2.0,2979.0,2630000.0,8 march 2022,2.0,56559.0,Lägenhet,
Klamparegatan 17,Göteborgs kommun,Masthugget,39.0,2.0,2140.0,2500000.0,8 march 2022,2.0,64103.0,Lägenhet,
Kalmargatan 18,Göteborgs kommun,Lundby,126.0,5.0,,5450000.0,8 march 2022,0.0,,Villa,86.0
Gräddgatan 7,Göteborgs kommun,Kallebäck,52.5,2.0,3124.0,2950000.0,8 march 2022,7.0,56190.0,Lägenhet,
Kabelgatan 35B,Göteborgs kommun,Majorna,56.0,2.0,3998.0,2550000.0,8 march 2022,0.0,45536.0,Lägenhet,
Ostindiefararen 35,Göteborgs kommun,Eriksberg,99.0,3.0,5297.0,7000000.0,8 march 2022,8.0,70707.0,Lägenhet,
Östra Midvintersgatan 12,Göteborgs kommun,Kortedala,61.0,3.0,4045.0,1850000.0,8 march 2022,9.0,30328.0,Lägenhet,
Hömånadsgatan 15,Göteborgs kommun,Kortedala,70.5,2.5,5245.0,2910000.0,8 march 2022,64.0,41277.0,Radhus,0
Lilla Marconigatan 3,Göteborgs kommun,Frölunda,94.0,3.5,4472.0,4100000.0,8 march 2022,15.0,43617.0,Lägenhet,
Hökegatan 14,Göteborgs kommun,Olskroken,63.5,2.0,3536.0,3600000.0,8 march 2022,13.0,56693.0,Lägenhet,
Skanstorget 7B,Göteborgs kommun,Linnéstaden,122.0,5.0,5037.0,7900000.0,8 march 2022,14.0,64754.0,Lägenhet,
Bäckebolsängen 22,Göteborgs kommun,Hisings Backa,72.6,3.0,5175.0,2100000.0,8 march 2022,,28926.0,Lägenhet,
Kavaljersgatan 22,Göteborgs kommun,Hisings Backa - Backadalen,62.5,2.0,4474.0,1430000.0,8 march 2022,-4.0,22880.0,Lägenhet,
Sankt Jörgens Allé 3,Göteborgs kommun,Hisings Backa,95.0,4.0,6401.0,3525000.0,8 march 2022,7.0,37105.0,Lägenhet,
Trädgårdsgärdet 152,Göteborgs kommun,Angered,79.7,4.0,5516.0,3200000.0,8 march 2022,61.0,40151.0,Radhus,0
Valthornsgatan 6,Göteborgs kommun,Västra Frölunda,54.0,2.0,3256.0,2995000.0,8 march 2022,0.0,55463.0,Lägenhet,
Kattfotsgatan 12,Göteborgs kommun,Kvillebäcken,110.0,4.0,,4650000.0,7 march 2022,,,Radhus,0
Norra lysevägen 141,Göteborgs kommun,Torslanda - Amhult,69.6,3.0,4153.0,4000000.0,7 march 2022,5.0,57471.0,Lägenhet,
Bergkullavägen 71,Göteborgs kommun,Olofstorp,87.0,3.0,5348.0,2850000.0,7 march 2022,-2.0,32759.0,Lägenhet,
Lilla Bottnevägen 46B,Göteborgs kommun,Torslanda - Lilleby,71.0,3.0,3500.0,4500000.0,7 march 2022,13.0,63380.0,Radhus,0
Långängen 4B,Göteborgs kommun,Kvillebäcken,78.5,3.0,4697.0,4100000.0,7 march 2022,8.0,52229.0,Lägenhet,
Lambergsgatan 1B,Göteborgs kommun,Övre Eriksberg,69.0,3.0,4319.0,2935000.0,7 march 2022,9.0,42536.0,Lägenhet,
Virvelvindsgatan 30,Göteborgs kommun,Centrala Hisingen,25.5,1.0,1908.0,1450000.0,7 march 2022,0.0,56863.0,Lägenhet,
Björcksgatan 60C,Göteborgs kommun,Kålltorp,56.0,2.0,2964.0,2650000.0,7 march 2022,,47321.0,Lägenhet,
Basungatan 36,Göteborgs kommun,Ruddalen,54.0,2.0,3345.0,2200000.0,7 march 2022,,40741.0,Lägenhet,
Gaterseredsvägen 51,Göteborgs kommun,Billdal,168.0,5.0,,7980000.0,7 march 2022,8.0,,Villa,10.0
Uggledalsvägen 73,Göteborgs kommun,Billdal,124.0,4.0,6289.0,6000000.0,7 march 2022,3.0,48387.0,Lägenhet,
Fredenlundsvägen,Göteborgs kommun,Backa -Fridhem,,,,150000.0,7 march 2022,15.0,,Fritidshus,0
Ernst torulfsgatan 11E,Göteborgs kommun,Munkebäck,51.0,2.0,3118.0,2500000.0,7 march 2022,,49020.0,Lägenhet,
"Rosengatan 5B, lgh 1602B",Göteborgs kommun,Linnéstaden,34.0,1.0,2145.0,3400000.0,7 march 2022,14.0,100000.0,Lägenhet,
Östra Eriksbergsgatan 73,Göteborgs kommun,Eriksberg,56.9,2.0,2955.0,3260000.0,7 march 2022,0.0,57293.0,Lägenhet,
Trollrunan 190,Göteborgs kommun,Torslanda - Troll-/Lönnrunan,120.0,5.0,,5450000.0,7 march 2022,11.0,,Radhus,0
Gamlestads Brygga 17,Göteborgs kommun,Gamlestaden,59.0,2.0,2992.0,3550000.0,7 march 2022,5.0,60169.0,Lägenhet,
Guldringen 5,Göteborgs kommun,Norra Tynnered,97.5,4.0,6601.0,3220000.0,7 march 2022,,33026.0,Lägenhet,
Mölndalsvägen 35,Göteborgs kommun,Johanneberg - Almedal,65.5,2.0,3565.0,3540000.0,7 march 2022,18.0,54046.0,Lägenhet,
Svängrumsgatan 16,Göteborgs kommun,Flatås,63.0,2.0,3401.0,2440000.0,7 march 2022,8.0,38730.0,Lägenhet,
Bratteråsgatan 54,Göteborgs kommun,Eriksberg,59.0,2.0,3292.0,3900000.0,7 march 2022,0.0,66102.0,Lägenhet,
Chalmersgatan 25 B,Göteborgs kommun,Lorensberg,63.0,2.0,2505.0,4600000.0,7 march 2022,16.0,73016.0,Lägenhet,
Dalheimersgatan 6 B,Göteborgs kommun,Norra Guldheden,46.0,1.5,3488.0,3350000.0,7 march 2022,14.0,72826.0,Lägenhet,
Lodjursstråket 1,Göteborgs kommun,Lindholmen,79.0,3.0,5368.0,5800000.0,6 march 2022,0.0,73418.0,Lägenhet,
Svängrumsgatan 44,Göteborgs kommun,Flatås,76.5,3.0,3925.0,3400000.0,6 march 2022,0.0,44444.0,Lägenhet,
Toppsegelsgatan 1,Göteborgs kommun,Majorna,26.3,1.0,1642.0,2000000.0,6 march 2022,3.0,76046.0,Lägenhet,
Seglaregatan 10,Göteborgs kommun,Majorna,63.7,2.0,5222.0,3325000.0,6 march 2022,15.0,52198.0,Lägenhet,
Bockhornsgatan 7 A,Göteborgs kommun,Gamla Masthugget,33.4,1.0,2353.0,2700000.0,6 march 2022,,80838.0,Lägenhet,
Fagottgatan 4,Göteborgs kommun,Ruddalen,68.0,3.0,3752.0,2700000.0,5 march 2022,14.0,39706.0,Lägenhet,
Nya Älvegårdsvägen 19e,Göteborgs kommun,Torslanda - Lilleby,47.5,2.0,3005.0,2700000.0,5 march 2022,8.0,56842.0,Lägenhet,
Hakefjordsgatan 179,Göteborgs kommun,Göteborg,126.0,6.0,4558.0,4500000.0,5 march 2022,,35714.0,Lägenhet,
Musikvägen 28,Göteborgs kommun,Ruddalen,70.0,3.0,4174.0,2410000.0,5 march 2022,5.0,34429.0,Lägenhet,
Vantgatan 3E,Göteborgs kommun,Majorna,54.0,2.0,4026.0,2300000.0,5 march 2022,-3.0,42593.0,Lägenhet,
Daltorpsgatan 47B,Göteborgs kommun,Örgryte,53.0,2.0,3424.0,3400000.0,5 march 2022,14.0,64151.0,Lägenhet,
Kapplandsgatan 84A,Göteborgs kommun,Högsbo,54.8,2.0,3206.0,2430000.0,5 march 2022,6.0,44343.0,Lägenhet,
Gråskärsgatan 19,Göteborgs kommun,Önnered,118.0,5.0,,6200000.0,5 march 2022,11.0,,Radhus,0
Sjöbackevägen 18,Göteborgs kommun,Billdal,67.0,3.0,3726.0,3650000.0,5 march 2022,3.0,54478.0,Lägenhet,
Virvelvindsgatan 6,Göteborgs kommun,Centrala Hisingen,66.0,3.0,4195.0,2750000.0,5 march 2022,2.0,41667.0,Lägenhet,
Väderbodarna 2,Göteborgs kommun,Biskopsgården,60.0,2.0,3676.0,1325000.0,5 march 2022,6.0,22083.0,Lägenhet,
Drivhusgatan 19A,Göteborgs kommun,Almedal,72.0,3.0,3765.0,3750000.0,4 march 2022,,52083.0,Lägenhet,
Träringen 75,Göteborgs kommun,Björkekärr,55.0,2.0,3939.0,2620000.0,4 march 2022,7.0,47636.0,Lägenhet,
Dan Anderssons gata 8B,Göteborgs kommun,Hisings Backa,94.0,4.0,,4350000.0,4 march 2022,0.0,,Radhus,10.0
Gröna vallen 9B,Göteborgs kommun,Kungsladugård,68.0,2.0,3025.0,4600000.0,4 march 2022,19.0,67647.0,Lägenhet,
Övre Buråsliden 9B,Göteborgs kommun,Johanneberg,38.0,2.0,2663.0,2825000.0,4 march 2022,13.0,74342.0,Lägenhet,
Svarvstensvägen 18,Göteborgs kommun,Gerrebacka - Hisings Kärra,96.0,4.0,5675.0,4000000.0,4 march 2022,3.0,41667.0,Radhus,0
Fricksgatan 4B,Göteborgs kommun,Norra Guldheden,62.5,3.0,4065.0,4100000.0,4 march 2022,8.0,65600.0,Lägenhet,
Tegnérsgatan 20,Göteborgs kommun,Lorensberg,77.5,2.0,3558.0,6350000.0,4 march 2022,0.0,81935.0,Lägenhet,
Doktor Allards gata 14,Göteborgs kommun,Guldheden,47.0,2.0,2912.0,3650000.0,4 march 2022,8.0,77660.0,Lägenhet,
Sonettgatan 65,Göteborgs kommun,Hisings Backa,116.0,4.0,,4680000.0,4 march 2022,4.0,,Radhus,0
Träringen 73,Göteborgs kommun,Björkekärr,55.0,2.0,3682.0,2650000.0,4 march 2022,,48182.0,Lägenhet,
Lindholmshamnen 38,Göteborgs kommun,Lindholmen,30.0,1.0,2016.0,2395000.0,4 march 2022,0.0,79833.0,Lägenhet,
Övre Hallegatan 42,Göteborgs kommun,Hisingen,27.6,1.0,2544.0,1800000.0,4 march 2022,,65217.0,Lägenhet,
Fräntorpsgatan 80,Göteborgs kommun,Fräntorp,70.5,3.0,4213.0,3850000.0,4 march 2022,,54610.0,Lägenhet,
Fritiof Anderssons gata 9,Göteborgs kommun,Eriksberg,81.6,3.0,3996.0,4850000.0,4 march 2022,,59436.0,Lägenhet,
Trångets södra väg 43,Göteborgs kommun,Torslanda - Centralt,85.0,3.0,,4715000.0,4 march 2022,5.0,,Villa,23.0
Bielkegatan 13B,Göteborgs kommun,Lunden,53.0,2.0,2891.0,3225000.0,4 march 2022,12.0,60849.0,Lägenhet,
Fastlagsgatan 6,Göteborgs kommun,Kortedala,54.0,2.0,3980.0,1800000.0,4 march 2022,,33333.0,Lägenhet,
Långedragsvägen 148,Göteborgs kommun,Hagen,172.0,7.0,,9950000.0,4 march 2022,17.0,,Villa,0
Vidblicksgatan 8,Göteborgs kommun,Nedre Johanneberg,68.0,2.0,4067.0,5300000.0,4 march 2022,0.0,77941.0,Lägenhet,
Långvågsgatan 13,Göteborgs kommun,Järnbrott,95.0,5.0,,6950000.0,4 march 2022,10.0,,Villa,62.0
Olivedalsgatan 2,Göteborgs kommun,Linnéstaden,79.0,3.0,4433.0,6375000.0,4 march 2022,14.0,80696.0,Lägenhet,
Arvesgärde 3,Göteborgs kommun,Tuve,81.5,3.0,5749.0,2200000.0,4 march 2022,10.0,26994.0,Lägenhet,
Ewertsgatan 7,Göteborgs kommun,Johanneberg,212.0,8.0,,10850000.0,4 march 2022,0.0,,Radhus,19.0
Barytongatan 1,Göteborgs kommun,Kaverös,75.3,3.0,4319.0,3100000.0,4 march 2022,,41169.0,Lägenhet,
Borstbindaregatan 17,Göteborgs kommun,Kvillebäcken,55.0,2.0,3490.0,2850000.0,4 march 2022,4.0,51818.0,Lägenhet,
Tredje Långgatan 32C,Göteborgs kommun,Linné,32.0,1.0,1920.0,3050000.0,4 march 2022,2.0,95313.0,Lägenhet,
Mandolingatan 9,Göteborgs kommun,Ruddalen,68.0,3.0,3725.0,2810000.0,4 march 2022,18.0,41324.0,Lägenhet,
"Karlatornet (Lodjursstråket 1), Vån 18",Göteborgs kommun,Lindholmen,48.5,2.0,3785.0,4025000.0,4 march 2022,0.0,82990.0,Lägenhet,
Kapplandsgatan 84B,Göteborgs kommun,Högsbo,49.2,2.0,2856.0,2565000.0,4 march 2022,14.0,52134.0,Lägenhet,
Östra Eriksbergsgatan 81,Göteborgs kommun,Eriksberg,57.6,2.0,2773.0,3195000.0,4 march 2022,0.0,55469.0,Lägenhet,
Prilyckegatan 69,Göteborgs kommun,Hisings Kärra,75.5,3.0,4191.0,2250000.0,4 march 2022,3.0,29801.0,Lägenhet,
Turkosgatan 2,Göteborgs kommun,Tynnered,60.0,2.0,3869.0,1900000.0,4 march 2022,6.0,31667.0,Lägenhet,
Solarvsplan 2,Göteborgs kommun,Askim - Vita Fläcken,75.6,3.0,4642.0,3075000.0,4 march 2022,,40675.0,Lägenhet,
Korstörnegatan 15,Göteborgs kommun,CENTRALA HISINGEN,56.5,2.0,3045.0,2760000.0,4 march 2022,2.0,48850.0,Lägenhet,
Kyrkogatan 42C,Göteborgs kommun,Inom Vallgraven,49.0,2.0,3595.0,3800000.0,4 march 2022,17.0,77551.0,Lägenhet,
Verkmästaregatan 1,Göteborgs kommun,Lindholmen,79.5,3.0,4697.0,4575000.0,4 march 2022,10.0,57547.0,Lägenhet,
Daliagången 3,Göteborgs kommun,Fräntorp,70.0,5.0,,3850000.0,4 march 2022,3.0,,Radhus,35.0
Steken 3 A,Göteborgs kommun,Angered Agnesberg,81.0,4.0,3339.0,1900000.0,4 march 2022,1.0,23457.0,Lägenhet,
Lilla Marconigatan 25,Göteborgs kommun,Frölunda Torg - Cityhusen,127.0,4.0,5696.0,6900000.0,3 march 2022,30.0,54331.0,Lägenhet,
Sisjövägen 487,Göteborgs kommun,Askim - Sisjön,117.0,5.0,,6100000.0,3 march 2022,11.0,,Radhus,60.0
Olivedalsgatan 9,Göteborgs kommun,Linnéstaden,54.5,2.0,3845.0,4450000.0,3 march 2022,17.0,81651.0,Lägenhet,
Övralidsgatan 21,Göteborgs kommun,Hisings Backa,38.0,1.0,2918.0,1220000.0,3 march 2022,12.0,32105.0,Lägenhet,
Stekastigen 6,Göteborgs kommun,Agnesberg,60.5,2.0,4668.0,1330000.0,3 march 2022,-1.0,21983.0,Lägenhet,
Eklandagatan 56A,Göteborgs kommun,Johanneberg,45.0,2.0,2760.0,3300000.0,3 march 2022,16.0,73333.0,Lägenhet,
Mölndalsvägen 87B,Göteborgs kommun,Almedal/Johanneberg,72.0,3.0,3622.0,4700000.0,3 march 2022,0.0,65278.0,Lägenhet,
Falkenbergsgatan 9B,Göteborgs kommun,Johanneberg Almedal,67.5,3.0,4132.0,3675000.0,3 march 2022,,54444.0,Lägenhet,
Önskevädersgatan 43,Göteborgs kommun,Biskopsgården,72.4,3.0,4291.0,1450000.0,3 march 2022,4.0,20028.0,Lägenhet,
Karlatornet (Lodjursstråket 1),Göteborgs kommun,Lindholmen,48.5,2.0,3782.0,4110000.0,3 march 2022,-6.0,84742.0,Lägenhet,
Första Långgatan 6A,Göteborgs kommun,Linné,65.0,2.0,3290.0,5100000.0,3 march 2022,7.0,78462.0,Lägenhet,
Flöjtgatan 35,Göteborgs kommun,Ruddalen,70.5,3.0,5148.0,2500000.0,3 march 2022,6.0,35461.0,Lägenhet,
Kaggeledsgatan 40C,Göteborgs kommun,Munkebäck,50.0,2.0,2942.0,2580000.0,3 march 2022,,51600.0,Lägenhet,
Ernst torulfsgatan 3B,Göteborgs kommun,Munkebäck,76.5,3.0,4150.0,5300000.0,3 march 2022,6.0,69281.0,Lägenhet,
Rödlönnsgången 26,Göteborgs kommun,Centrala Hisingen,30.5,1.0,2216.0,1940000.0,3 march 2022,8.0,63607.0,Lägenhet,
Gröna gatan 47,Göteborgs kommun,Majorna,89.2,4.0,5159.0,4350000.0,3 march 2022,10.0,48767.0,Lägenhet,
Kobbeslätten 6,Göteborgs kommun,Askim,54.0,2.0,3316.0,2635000.0,3 march 2022,2.0,48796.0,Lägenhet,
Gamla Sörredsvägen 190,Göteborgs kommun,Torslanda - Låssby,148.0,5.0,,7500000.0,3 march 2022,0.0,,Villa,0
Kringelhamnen 1,Göteborgs kommun,Torslanda - Nötö,201.0,6.0,,12920000.0,3 march 2022,-4.0,,Villa,0
Övre Hallegatan 16,Göteborgs kommun,Centrala Hisingen,58.7,2.0,4141.0,2300000.0,3 march 2022,21.0,39182.0,Lägenhet,
Mariebergsgatan 13B,Göteborgs kommun,Majorna,55.0,2.0,3437.0,3450000.0,3 march 2022,15.0,62727.0,Lägenhet,
Kobergsgatan 11,Göteborgs kommun,Strömmensberg,68.0,3.0,3680.0,3500000.0,3 march 2022,10.0,51471.0,Lägenhet,
Tallboängen 38,Göteborgs kommun,Askim Hult,183.0,7.0,,8320000.0,3 march 2022,9.0,,Radhus,5.0
Engelbrektsgatan 57,Göteborgs kommun,Lorensberg,88.0,4.0,4358.0,7000000.0,3 march 2022,0.0,79545.0,Lägenhet,
Lilla Arödsgatan 15B,Göteborgs kommun,Backa - Aröd,91.0,3.0,,5250000.0,3 march 2022,6.0,,Radhus,0
Andra Långgatan 11,Göteborgs kommun,Linné,31.3,1.5,2089.0,2650000.0,3 march 2022,15.0,84665.0,Lägenhet,
Hovås pilbladsstig 13,Göteborgs kommun,Hovås,112.0,6.0,,7225000.0,3 march 2022,6.0,,Radhus,64.0
Storkgatan 6F,Göteborgs kommun,Bagaregården,55.5,2.0,3069.0,3200000.0,3 march 2022,,57658.0,Lägenhet,
Linnégatan 76,Göteborgs kommun,Linné,79.6,3.0,4614.0,5950000.0,3 march 2022,0.0,74749.0,Lägenhet,
Eric Börjessons väg 19,Göteborgs kommun,Kviberg,112.0,4.0,,5450000.0,3 march 2022,9.0,,Villa,0
Stenbocksgatan 11,Göteborgs kommun,Sannegårdshamnen,97.0,4.0,5149.0,5840000.0,3 march 2022,10.0,60206.0,Lägenhet,
Wingårdsgatan 5A,Göteborgs kommun,Kålltorp,67.0,3.0,4740.0,3600000.0,3 march 2022,,53731.0,Lägenhet,
Sophie Elkans gata 3B,Göteborgs kommun,Hisings Backa,94.0,4.0,,4500000.0,3 march 2022,,,Villa,10.0
Batterigatan 6A,Göteborgs kommun,Gamlestaden,28.0,1.0,1641.0,1800000.0,3 march 2022,3.0,64286.0,Lägenhet,
Mölndalsvägen 67,Göteborgs kommun,Almedal,62.0,2.0,3161.0,3850000.0,3 march 2022,4.0,62097.0,Lägenhet,
Liedstrandsgatan 12,Göteborgs kommun,Lunden,33.0,1.0,2177.0,2650000.0,3 march 2022,,80303.0,Lägenhet,
Väderbodarna 2,Göteborgs kommun,Biskopsgården,48.7,2.0,2849.0,1360000.0,3 march 2022,5.0,27926.0,Lägenhet,
Ulfsparregatan 26,Göteborgs kommun,Lunden,50.0,2.0,2741.0,3900000.0,3 march 2022,,78000.0,Lägenhet,
Ole Måns gata 7,Göteborgs kommun,Näset,144.0,8.0,,10300000.0,3 march 2022,18.0,,Villa,85.0
Fräntorpsgatan 80,Göteborgs kommun,Fräntorp,39.0,1.0,2732.0,2200000.0,3 march 2022,10.0,56410.0,Lägenhet,
Falkenbergsgatan 11B,Göteborgs kommun,Almedal/Johanneberg,67.5,3.0,4061.0,3650000.0,3 march 2022,14.0,54074.0,Lägenhet,
Tolvskillingsgatan 14 A,Göteborgs kommun,Högsbohöjd,88.0,5.0,,5540000.0,3 march 2022,8.0,,Radhus,0
Kommendörsgatan 25 E,Göteborgs kommun,Majorna,73.5,2.5,4153.0,4710000.0,3 march 2022,,64082.0,Lägenhet,
Haråsgatan 7,Göteborgs kommun,Majorna,53.7,2.0,3164.0,3875000.0,3 march 2022,23.0,72160.0,Lägenhet,
Carl Skottsbergs Gata 98 A,Göteborgs kommun,Änggården,55.0,2.0,3870.0,3950000.0,3 march 2022,13.0,71818.0,Lägenhet,
Stobéegatan 20 B,Göteborgs kommun,Kålltorp,65.0,2.0,4243.0,2800000.0,2 march 2022,8.0,43077.0,Lägenhet,
Bokbindaregatan 18,Göteborgs kommun,Utby,80.0,5.0,,5100000.0,2 march 2022,19.0,,Radhus,35.0
Gyllenstensgatan 1,Göteborgs kommun,Munkebäck,50.0,2.0,2150.0,2610000.0,2 march 2022,7.0,52200.0,Lägenhet,
Lasarettsgatan 6,Göteborgs kommun,Kungshöjd,67.0,2.0,2700.0,4200000.0,2 march 2022,9.0,62687.0,Lägenhet,
Örtagårdsgatan 3,Göteborgs kommun,Övre Eriksberg,135.0,9.0,,10550000.0,2 march 2022,32.0,,Villa,92.0
Steken 2A,Göteborgs kommun,Agnesberg,66.0,3.0,2740.0,1770000.0,2 march 2022,11.0,26818.0,Lägenhet,
Slätvarsgatan 37,Göteborgs kommun,Källängen-Fiskebäck,90.0,4.0,,5720000.0,2 march 2022,1.0,,Radhus,0
Billdals sommarväg 17,Göteborgs kommun,Billdal - Lindås,238.0,8.0,,11500000.0,2 march 2022,2.0,,Villa,15.0
"Seglaregatan 4, Vån 5",Göteborgs kommun,Majorna,37.3,1.0,3648.0,2210000.0,2 march 2022,13.0,59249.0,Lägenhet,
Daniel Petterssons gata 1B,Göteborgs kommun,Norra Guldheden,68.0,3.0,4844.0,4350000.0,2 march 2022,21.0,63971.0,Lägenhet,
Fixfabrikens Gata 10,Göteborgs kommun,Majorna - Sandarna,94.0,4.0,4770.0,5700000.0,2 march 2022,14.0,60638.0,Lägenhet,
Eklandagatan 38,Göteborgs kommun,Johanneberg,32.0,1.0,1850.0,2925000.0,2 march 2022,19.0,91406.0,Lägenhet,
Kastellgatan 21,Göteborgs kommun,Linné,42.0,2.0,2648.0,3615000.0,2 march 2022,10.0,86071.0,Lägenhet,
Blåsvädersgatan 12,Göteborgs kommun,Biskopsgården,72.0,3.0,4085.0,1795000.0,2 march 2022,0.0,24931.0,Lägenhet,
Monsungatan 61,Göteborgs kommun,Eriksberg,79.6,3.0,3199.0,6300000.0,2 march 2022,13.0,79146.0,Lägenhet,
Barbro Hörbergs Gata 9,Göteborgs kommun,Örgryte,52.5,2.0,2575.0,4325000.0,2 march 2022,3.0,82381.0,Lägenhet,
Svängrumsgatan 65,Göteborgs kommun,Flatås,40.0,2.0,2592.0,2325000.0,2 march 2022,6.0,58125.0,Lägenhet,
Sägengatan 54,Göteborgs kommun,Hisings Backa,68.0,2.0,4819.0,1620000.0,2 march 2022,2.0,23824.0,Lägenhet,
Parmmätaregatan 12,Göteborgs kommun,Centrala Hisingen,75.0,3.0,3876.0,3495000.0,2 march 2022,,46600.0,Lägenhet,
Övre Olskroksgatan 24,Göteborgs kommun,Bagaregården - Olskroken,52.0,2.0,3002.0,2925000.0,2 march 2022,6.0,56250.0,Lägenhet,
Sagogången 28,Göteborgs kommun,Backa,63.0,2.0,4468.0,1810000.0,2 march 2022,7.0,28730.0,Lägenhet,
Letsegårdsstigen 10,Göteborgs kommun,Billdal,177.0,6.0,,10225000.0,2 march 2022,10.0,,Villa,26.0
Övre Majorsgatan 10A,Göteborgs kommun,Linnéstaden,50.0,2.0,2932.0,4025000.0,2 march 2022,9.0,80500.0,Lägenhet,
Hammarvägen 114,Göteborgs kommun,Näset,115.0,4.0,,5360000.0,2 march 2022,3.0,,Radhus,10.0
Mors Backe 11,Göteborgs kommun,Majorna,88.0,3.0,5030.0,6525000.0,2 march 2022,13.0,74148.0,Lägenhet,
Västra Midvintersgatan 7,Göteborgs kommun,Kortedala,51.5,2.0,3144.0,1475000.0,2 march 2022,-1.0,28641.0,Lägenhet,
Liedstrandsgatan 12,Göteborgs kommun,Lunden,74.0,3.0,3250.0,5425000.0,2 march 2022,5.0,73311.0,Lägenhet,
Kabelgatan 30,Göteborgs kommun,Majorna,56.5,2.0,4209.0,2800000.0,2 march 2022,4.0,49558.0,Lägenhet,
Norra Gubberogatan 5,Göteborgs kommun,Olskroken,84.0,3.0,4444.0,4700000.0,2 march 2022,6.0,55952.0,Lägenhet,
Lilletummens väg 40,Göteborgs kommun,Torslanda - Hästevik,264.0,7.0,,12000000.0,2 march 2022,,,Villa,0
Heidenstams gata 3,Göteborgs kommun,Hisings Backa,91.0,4.0,6134.0,2100000.0,2 march 2022,8.0,23077.0,Lägenhet,
